-2.5 0 0 
-2.5 1.45455 2.68674e-05 
-2.5 1.59596 7.28319e-06 
-2.5 0.161616 0.0315427 
-2.5 0.606061 0.110036 
-2.5 0.323232 0.0592363 
-2.5 0.464646 0.0744451 
-2.5 0.020202 0.00316702 
-2.5 1.87879 3.0427e-06 
-2.5 1.47475 1.84531e-05 
-2.5 0.181818 0.035426 
-2.5 1.0303 0.140644 
-2.5 1.61616 5.99334e-06 
-2.5 0.747475 0.13292 
-2.5 0.626263 0.130778 
-2.5 1.31313 0.118415 
-2.5 0.040404 0.00721111 
-2.5 0.888889 0.154775 
-2.5 1.89899 3.6633e-06 
-2.5 0.343434 0.06586 
-2.5 1.73737 3.49388e-06 
-2.5 1.49495 1.417e-05 
-2.5 1.17172 0.166715 
-2.5 0.363636 0.0752204 
-2.5 1.75758 3.34332e-06 
-2.5 0.484848 0.085062 
-2.5 0.20202 0.0429336 
-2.5 0.767677 0.115302 
-2.5 0.0606061 0.01105 
-2.5 1.63636 5.76443e-06 
-2.5 0.646465 0.132259 
-2.5 1.51515 1.12623e-05 
-2.5 0.383838 0.081321 
-2.5 1.77778 3.48715e-06 
-2.5 1.91919 3.12767e-06 
-2.5 1.65657 3.68735e-06 
-2.5 1.53535 1.16351e-05 
-2.5 1.93939 2.77353e-06 
-2.5 0.909091 0.11433 
-2.5 1.05051 0.109809 
-2.5 1.67677 4.15616e-06 
-2.5 0.0808081 0.0150047 
-2.5 0.222222 0.0399862 
-2.5 1.9596 5.41985e-06 
-2.5 1.79798 4.12711e-06 
-2.5 1.69697 4.82895e-06 
-2.5 1.33333 0.0973753 
-2.5 0.505051 0.0994837 
-2.5 1.55556 7.76538e-06 
-2.5 1.71717 5.24349e-06 
-2.5 0.787879 0.153172 
-2.5 1.9798 1.5788e-06 
-2.5 1.81818 4.44431e-06 
-2.5 0.40404 0.0859039 
-2.5 0.10101 0.0210073 
-2.5 1.83838 2.59239e-06 
-2.5 1.57576 1.04411e-05 
-2.5 2 1.96088e-06 
-2.5 1.85859 3.69555e-06 
-2.5 0.242424 0.0371901 
-2.5 0.666667 0.0881151 
-2.5 0.121212 0.0253019 
-2.5 0.525253 0.112083 
-2.5 0.929293 0.178948 
-2.5 0.424242 0.0838608 
-2.5 1.35354 0.0918121 
-2.5 0.808081 0.163652 
-2.5 0.262626 0.0370348 
-2.5 0.141414 0.0298635 
-2.5 1.19192 0.132945 
-2.5 1.37374 0.0773957 
-2.5 0.545455 0.113702 
-2.5 0.686869 0.107281 
-2.5 1.07071 0.129564 
-2.5 0.444444 0.0740738 
-2.5 0.828283 0.145353 
-2.5 0.282828 0.0413422 
-2.5 0.949495 0.158166 
-2.5 0.30303 0.04908 
-2.5 0.565657 0.10227 
-2.5 0.848485 0.138298 
-2.5 1.39394 0.0625467 
-2.5 0.707071 0.138145 
-2.5 1.21212 0.139501 
-2.5 0.868687 0.170359 
-2.5 1.41414 0.0392537 
-2.5 0.585859 0.0854942 
-2.5 1.43434 3.80312e-05 
-2.5 1.09091 0.0827527 
-2.5 0.727273 0.149753 
-2.5 0.969697 0.150096 
-2.5 1.23232 0.149214 
-2.5 0.989899 0.122902 
-2.5 1.11111 0.149111 
-2.5 1.25253 0.105622 
-2.5 1.27273 0.141033 
-2.5 1.0101 0.111073 
-2.5 1.13131 0.169518 
-2.5 1.29293 0.092624 
-2.5 1.15152 0.118846 
-2.49 0 0 
-2.49 1.87879 3.66148e-06 
-2.49 1.59596 6.25714e-06 
-2.49 0.464646 0.0820176 
-2.49 1.89899 3.43386e-06 
-2.49 0.323232 0.0646851 
-2.49 1.45455 1.89051e-05 
-2.49 0.020202 0.00419511 
-2.49 1.91919 2.77622e-06 
-2.49 1.73737 3.53091e-06 
-2.49 0.161616 0.0315304 
-2.49 1.61616 6.01211e-06 
-2.49 1.75758 3.9564e-06 
-2.49 1.93939 3.37352e-06 
-2.49 0.606061 0.108649 
-2.49 0.484848 0.0930975 
-2.49 1.63636 5.7965e-06 
-2.49 1.9596 1.59134e-06 
-2.49 1.47475 1.57153e-05 
-2.49 1.77778 4.6205e-06 
-2.49 0.747475 0.151141 
-2.49 1.65657 4.27278e-06 
-2.49 1.79798 4.59843e-06 
-2.49 0.888889 0.150937 
-2.49 0.040404 0.00836304 
-2.49 0.181818 0.0370695 
-2.49 1.49495 8.21449e-06 
-2.49 1.81818 3.99847e-06 
-2.49 1.67677 5.30499e-06 
-2.49 0.343434 0.0644536 
-2.49 1.0303 0.131864 
-2.49 1.17172 0.125831 
-2.49 1.69697 3.82694e-06 
-2.49 1.83838 2.85039e-06 
-2.49 1.9798 1.80299e-06 
-2.49 1.31313 0.0799716 
-2.49 0.0606061 0.012541 
-2.49 0.626263 0.0846757 
-2.49 0.505051 0.0869631 
-2.49 2 1.26509e-06 
-2.49 1.71717 4.59379e-06 
-2.49 0.20202 0.0363891 
-2.49 1.85859 2.44221e-06 
-2.49 1.51515 9.76513e-06 
-2.49 0.909091 0.175472 
-2.49 0.767677 0.156032 
-2.49 1.53535 8.30993e-06 
-2.49 0.0808081 0.0149823 
-2.49 0.363636 0.0605556 
-2.49 1.33333 0.107273 
-2.49 1.55556 8.99681e-06 
-2.49 0.222222 0.0446988 
-2.49 0.525253 0.0744058 
-2.49 1.57576 7.59332e-06 
-2.49 0.646465 0.119687 
-2.49 1.05051 0.096076 
-2.49 0.383838 0.0585892 
-2.49 0.10101 0.0194904 
-2.49 0.929293 0.12581 
-2.49 1.19192 0.164836 
-2.49 0.242424 0.0515642 
-2.49 1.35354 0.0721996 
-2.49 0.787879 0.14245 
-2.49 0.40404 0.077136 
-2.49 0.545455 0.101919 
-2.49 0.121212 0.0201816 
-2.49 0.666667 0.13633 
-2.49 0.262626 0.0568553 
-2.49 0.424242 0.0846882 
-2.49 1.37374 0.0775097 
-2.49 0.141414 0.0277034 
-2.49 1.07071 0.093693 
-2.49 0.565657 0.115572 
-2.49 1.21212 0.120202 
-2.49 0.949495 0.166715 
-2.49 0.808081 0.13781 
-2.49 0.444444 0.0955129 
-2.49 0.282828 0.0611103 
-2.49 0.686869 0.138519 
-2.49 1.39394 0.0418607 
-2.49 0.585859 0.120532 
-2.49 1.23232 0.139213 
-2.49 0.30303 0.0638551 
-2.49 0.707071 0.112272 
-2.49 0.828283 0.167849 
-2.49 0.969697 0.140956 
-2.49 1.41414 0.0204321 
-2.49 1.25253 0.134216 
-2.49 0.848485 0.147699 
-2.49 1.43434 3.95402e-05 
-2.49 0.727273 0.142221 
-2.49 1.09091 0.133582 
-2.49 0.868687 0.124713 
-2.49 0.989899 0.100405 
-2.49 1.27273 0.113697 
-2.49 1.29293 0.128934 
-2.49 1.11111 0.1424 
-2.49 1.0101 0.174852 
-2.49 1.13131 0.157399 
-2.49 1.15152 0.166119 
-2.48 0 0 
-2.48 1.73737 3.48404e-06 
-2.48 1.87879 3.81102e-06 
-2.48 1.59596 5.22163e-06 
-2.48 1.75758 3.86513e-06 
-2.48 1.89899 2.87127e-06 
-2.48 1.45455 1.33761e-05 
-2.48 0.020202 0.00295272 
-2.48 1.91919 3.69762e-06 
-2.48 0.161616 0.0276865 
-2.48 0.040404 0.00725956 
-2.48 1.93939 0 
-2.48 1.47475 1.88282e-05 
-2.48 1.61616 7.45524e-06 
-2.48 0.606061 0.124122 
-2.48 1.77778 4.6556e-06 
-2.48 1.9596 1.55352e-06 
-2.48 0.464646 0.0742289 
-2.48 1.79798 4.42581e-06 
-2.48 0.323232 0.0647489 
-2.48 1.63636 4.68e-06 
-2.48 1.31313 0.107867 
-2.48 1.81818 3.89042e-06 
-2.48 0.181818 0.0336402 
-2.48 0.0606061 0.0101465 
-2.48 1.9798 1.82071e-06 
-2.48 1.65657 5.43145e-06 
-2.48 0.343434 0.0695852 
-2.48 1.0303 0.122368 
-2.48 0.747475 0.12427 
-2.48 0.0808081 0.0152543 
-2.48 0.888889 0.174289 
-2.48 0.484848 0.0935836 
-2.48 1.83838 3.29001e-06 
-2.48 0.363636 0.0783386 
-2.48 0.626263 0.133314 
-2.48 1.17172 0.158244 
-2.48 1.33333 0.0810547 
-2.48 1.49495 1.06965e-05 
-2.48 1.85859 3.4253e-06 
-2.48 0.10101 0.020641 
-2.48 1.67677 4.21094e-06 
-2.48 1.51515 8.88196e-06 
-2.48 0.383838 0.082767 
-2.48 0.20202 0.0407099 
-2.48 1.53535 8.62936e-06 
-2.48 2 1.65154e-06 
-2.48 1.05051 0.140773 
-2.48 1.69697 5.26556e-06 
-2.48 1.55556 1.06377e-05 
-2.48 0.121212 0.0246554 
-2.48 1.57576 6.77497e-06 
-2.48 0.646465 0.119932 
-2.48 0.767677 0.135291 
-2.48 1.71717 5.26389e-06 
-2.48 0.141414 0.027775 
-2.48 0.505051 0.106335 
-2.48 0.222222 0.0403184 
-2.48 0.40404 0.0830061 
-2.48 0.909091 0.161067 
-2.48 1.35354 0.0882638 
-2.48 1.19192 0.129282 
-2.48 0.666667 0.111501 
-2.48 0.242424 0.0371956 
-2.48 0.525253 0.11031 
-2.48 0.424242 0.0808599 
-2.48 1.07071 0.165885 
-2.48 0.787879 0.160568 
-2.48 0.262626 0.0388744 
-2.48 0.686869 0.129025 
-2.48 0.444444 0.0816284 
-2.48 0.929293 0.180631 
-2.48 1.37374 0.0543941 
-2.48 0.808081 0.148859 
-2.48 0.282828 0.0391909 
